MATCH,HALF,POSS,TEAM,OPP,SOURCE,START,END,LOST,SOURCE NOTE,LOST NOTE
21,1,6,TUN,AUS,FK,8,7,PEN,FK: restart not 10,PEN: diving over
21,1,7,AUS,TUN,PK,9,11,Intercept,PK: diving over,
21,1,8,TUN,AUS,Intercept,6,14,PEN,,PEN: not releasing
21,1,9,AUS,TUN,PK,2,13,Counter ruck,PK: not releasing,
21,1,10,TUN,AUS,Counter ruck,3,2,Poached,,
21,1,11,AUS,TUN,Poach,14,14,TRY,,
21,2,12,AUS,TUN,Restart,4,13,HE,,HE: knock on
21,2,13,TUN,AUS,Scrum,3,3,FK,,FK: foot up in scrum
21,2,14,AUS,TUN,FK,13,14,TRY,FK: foot up in scrum,
21,2,15,AUS,TUN,Reclaim,10,13,TRY,,
21,2,16,AUS,TUN,Reclaim,10,13,HE,,HE: ball lost in tackle
21,2,17,TUN,AUS,Intercept,3,12,PEN,,PEN: ruck in from side
21,2,18,AUS,TUN,Line out,13,14,HE,,HE: knock on
21,2,19,TUN,AUS,Intercept,2,4,PEN,,PEN: diving over
21,2,20,AUS,TUN,PK,11,15,Intercept,PK: diving over,
21,2,21,TUN,AUS,Intercept,1,14,TRY,,
22,1,1,FRA,ESP,Restart,6,10,PEN,,PEN: not releasing
22,1,2,ESP,FRA,PK,6,14,TRY,PK: not releasing,
22,1,3,FRA,ESP,Restart,11,14,TRY,,
22,1,4,FRA,ESP,Reclaim,11,14,TRY,,
22,1,5,FRA,ESP,Reclaim,8,9,PEN,,PEN: not releasing
22,1,6,ESP,FRA,PK,7,8,PEN,PK: not releasing ,PEN: hands in ruck
22,1,7,FRA,ESP,PK,8,14,TRY,PK:hands in ruck,
22,2,8,ESP,FRA,FK,8,14,HE,FK: restart not 10,HE: knock on
22,2,9,FRA,ESP,Scrum,2,3,Kicked to touch,,
22,2,10,ESP,FRA,Line out,10,10,Line out stolen,,
22,2,11,FRA,ESP,Line out stolen,6,5,HE,,HE: knock on
22,2,12,ESP,FRA,PK,11,10,HE,PK: delay of game,HE: knock on
22,2,13,FRA,ESP,Scrum,6,6,Kicked to touch,,
22,2,14,ESP,FRA,Line out,1,1,Line out stolen,,
22,2,15,FRA,ESP,Line out stolen,15,14,PEN,,PEN: not releasing
22,2,16,ESP,FRA,PK,2,15,TRY,PK: not releasing,
22,2,17,ESP,FRA,Reclaim,14,13,TRY,,
22,2,18,FRA,ESP,Restart,5,5,Kicked to touch,,
23,1,1,RSA,JPN,FK,8,11,Poached,FK: restart not 10,
23,1,2,JPN,RSA,Poach,5,8,Poached,,
23,1,3,RSA,JPN,Poach,8,14,TRY,,
23,1,4,JPN,RSA,Restart,4,4,HE,,HE: knock on
23,1,5,RSA,JPN,Scrum,12,10,HE,,HE: ball lost in tackle
23,1,6,JPN,RSA,Scrum,6,8,Poached,,
23,1,7,RSA,JPN,Poach,8,8,HE,,HE: fwd pass
23,1,8,JPN,RSA,Scrum,8,8,PEN,,PEN: not rolling away
23,1,9,RSA,JPN,PK,8,12,PEN,PK: not rolling away,PEN: not releasing
23,1,10,JPN,RSA,PK,4,8,Intercept,PK: not releasing,
23,1,11,RSA,JPN,Intercept,8,14,TRY,,
23,2,12,JPN,RSA,FK,8,11,HE,FK: restart not 10,HE: knock on
23,2,13,RSA,JPN,Scrum,5,14,TRY,,
23,2,14,JPN,RSA,Restart,1,12,Tackled to touch,,
23,2,15,RSA,JPN,Line out,4,14,TRY,,
23,2,16,JPN,RSA,Restart,1,3,Kick,,
23,2,17,RSA,JPN,Scrum,1,14,TRY,,
23,2,18,JPN,RSA,Restart,5,5,Poached,,
23,2,19,RSA,JPN,Poach,11,11,HE,,
24,1,1,RUS,SCO,Restart,5,15,Maul,,
24,1,2,SCO,RUS,Scrum,1,9,Line out stolen,,
24,1,3,RUS,SCO,Line out stolen,7,13,Poached,,
24,1,4,SCO,RUS,Poach,3,1,Intercept,,
24,1,5,RUS,SCO,Intercept,3,3,Tackled in goal,,
24,1,6,SCO,RUS,Scrum,14,15,Poached,,
24,1,7,RUS,SCO,Poach,1,4,Intercept,,
24,1,8,SCO,RUS,Intercept,12,14,TRY,,
24,2,9,SCO,RUS,Restart,5,11,HE,,HE: knock on
24,2,10,RUS,SCO,Scrum,5,13,TRY,,
24,2,11,SCO,RUS,Restart,5,14,TRY,,
24,2,12,SCO,RUS,PK,10,14,TRY,PK: offside at scrum,
24,2,13,RUS,SCO,Restart,2,7,PEN,,PEN: not releasing
24,2,14,SCO,RUS,PK,9,9,Kicked to touch,PK: not releasing,
25,1,1,PHL,ZIM,Reclaim,11,14,TRY,,
25,1,2,ZIM,PHL,Restart,8,9,HE,,HE: ball lost in tackle
25,1,3,PHL,ZIM,Scrum,7,12,Intercept,,
25,1,4,ZIM,PHL,Intercept,4,15,Intercept,,
25,1,5,PHL,ZIM,Intercept,1,6,Intercept,,
25,1,6,ZIM,PHL,Intercept,10,14,TRY,,
25,1,7,ZIM,PHL,PK,12,11,PEN,PK: offside on restart ,PEN: diving over
25,1,8,PHL,ZIM,PK,5,7,Maul,,
25,1,9,ZIM,PHL,Scrum,9,13,TRY,,
25,2,10,ZIM,PHL,Reclaim,14,13,Tackled to touch,,
25,2,11,PHL,ZIM,Line out,3,3,PEN,,PEN: not releasing
25,2,12,ZIM,PHL,PK,13,15,Kicked to touch,PK: not releasing,
25,2,13,PHL,ZIM,Scrum,1,1,Kick,,
25,2,14,ZIM,PHL,Kick,6,13,HE,,HE:knock on
25,2,15,PHL,ZIM,Scrum,3,7,Maul,,
25,2,16,ZIM,PHL,Scrum,9,13,TRY,,
25,2,17,PHL,ZIM,Restart,3,14,HE,,HE: knock on
25,2,18,ZIM,PHL,Scrum,2,9,PEN,,PEN: diving over
25,2,19,PHL,ZIM,PK,7,14,HE,PK: diving over,HE: knock on
26,1,1,GEO,CAN,Reclaim,12,12,PEN,,PEN: diving over
26,1,2,CAN,GEO,PK,4,9,Counter ruck,PK: diving over,
26,1,3,GEO,CAN,Counter ruck,7,14,TRY,,
26,1,4,CAN,GEO,Restart,4,9,Maul,,
26,1,5,GEO,CAN,Scrum,7,4,Kick,,
26,1,6,CAN,GEO,Kick,6,13,TRY,,
26,1,7,GEO,CAN,Scrum,5,14,TRY,Scrum: knocked on restart,
26,2,8,GEO,CAN,Restart,5,8,HE,,HE: knock on
26,2,9,CAN,GEO,FK,8,7,Poached,FK: engaged early on scrum,
26,2,10,GEO,CAN,Poach,9,7,Tackled to touch,,
26,2,11,CAN,GEO,Line out,6,13,TRY,,
26,2,12,CAN,GEO,Reclaim,11,14,TRY,,
26,2,13,CAN,GEO,Reclaim,11,13,Tackled to touch,,
26,2,14,GEO,CAN,Line out,3,3,Line out stolen,,
26,2,15,CAN,GEO,Line out stolen,13,14,TRY,,
26,2,16,GEO,CAN,Restart,6,11,HE,,HE: knock on
26,2,17,CAN,GEO,Scrum,5,5,HE,,HE: knock on
26,2,18,GEO,CAN,Scrum,11,13,Tackled to touch,,
26,2,19,CAN,GEO,Line out,3,2,HE,,HE: knock on
26,2,20,GEO,CAN,Intercept,14,14,TRY,,
27,1,1,TON,URU,Restart,5,12,Tackled to touch,,
27,1,2,URU,TON,FK,4,7,HE,FK: scrum early engage,HE: ball lost fwd in tackle
27,1,3,TON,URU,Scrum,9,11,Counter ruck,,
27,1,4,URU,TON,Counter ruck,5,5,Poached,,
27,1,5,TON,URU,Poach,11,14,TRY,,
27,1,6,URU,TON,Restart,6,9,HE,,HE: ball thrown to touch
27,1,7,TON,URU,Line out,7,7,Line out stolen,,
27,1,8,URU,TON,Line out stolen,9,7,Intercept,,
27,1,9,TON,URU,Intercept,9,14,TRY,,
27,2,10,URU,TON,Restart,6,6,HE,,HE: knock on
27,2,11,TON,URU,Scrum,14,14,Intercept,,
27,2,12,URU,TON,Intercept,2,2,Intercept,,
27,2,13,TON,URU,Intercept,14,13,TRY,,
27,2,14,TON,URU,Reclaim,10,13,TRY,,
27,2,15,URU,TON,Restart,6,2,HE,,HE: knock on
27,2,16,TON,URU,Scrum,14,13,TRY,,
27,2,17,URU,TON,Restart,6,9,Line out stolen,,
27,2,18,TON,URU,Line out stolen,7,14,HE,,HE: knock on
27,2,19,URU,TON,Scrum,2,2,Intercept,,
27,2,20,TON,URU,Intercept,14,14,TRY,,
27,2,21,URU,TON,Restart,5,14,HE,,HE: knock on
28,1,1,POR,HKG,Reclaim,11,11,HE,,HE: knock on
28,1,2,HKG,POR,Scrum,5,6,Kick,,
28,1,3,POR,HKG,Kick,1,14,TRY,,
28,1,4,HKG,POR,Restart,4,13,Tackled to touch,,
28,1,5,POR,HKG,Line out,3,2,Kick,,
28,1,6,HKG,POR,Line out,7,12,PEN,,PEN: not releasing
28,1,7,POR,HKG,PK,4,8,Intercept,,
28,1,8,HKG,POR,Intercept,8,8,PEN,,PEN: not releasing
28,1,9,POR,HKG,PK,8,10,Line out infraction,PK: not releasing,
28,1,10,HKG,POR,Scrum,6,4,Kicked to touch,,
28,2,11,POR,HKG,Restart,5,14,TRY,,
28,2,12,POR,HKG,Reclaim,12,12,HE,,HE: knock on
28,2,13,HKG,POR,Scrum,4,13,TRY,,
28,2,14,POR,HKG,Restart,5,5,HE,,HE: knock on
28,2,15,HKG,POR,Scrum,11,15,TRY,,
28,2,16,HKG,POR,Reclaim,12,13,TRY,,
29,1,1,ESP,TUN,Reclaim,8,13,TRY,,
29,1,2,TUN,ESP,Restart,4,4,Kicked to touch,,
29,1,3,ESP,TUN,Line out,6,3,Counter ruck,,
29,1,4,TUN,ESP,Counter ruck,13,15,TRY,,
29,1,5,ESP,TUN,FK,8,8,Kick,FK: restart not 10,
29,1,6,TUN,ESP,Kick,5,4,Tackled to touch,,
29,1,7,ESP,TUN,Line out,12,10,Intercept,,
29,1,8,TUN,ESP,Intercept,6,6,Tackled to touch,,
29,1,9,ESP,TUN,Line out,10,13,TRY,,
29,1,10,ESP,TUN,Reclaim,10,13,TRY,,
29,2,11,ESP,TUN,Restart,4,8,Intercept,,
29,2,12,TUN,ESP,Intercept,8,14,TRY,,
29,2,13,ESP,TUN,Restart,1,13,TRY,,
29,2,14,TUN,ESP,Restart,2,5,Kick,,
29,2,15,ESP,TUN,Kick,11,14,Poached,,
29,2,16,TUN,ESP,Poach,2,14,TRY,,
29,2,17,ESP,TUN,Restart,5,14,PEN,,PEN: not releasing
29,2,18,TUN,ESP,PK,2,14,TRY,PK: not releasing,
30,1,1,KEN,SAM,Reclaim,11,14,TRY,,
30,1,2,KEN,SAM,Scrum,11,9,Intercept,Scrum: knocked on restart,
30,1,3,SAM,KEN,Intercept,7,13,Tackled to touch,,
30,1,4,KEN,SAM,Line out,3,13,TRY,,
30,1,5,SAM,KEN,Restart,5,11,Counter ruck,,
30,1,6,KEN,SAM,Counter ruck,5,5,Kick,,
30,1,7,SAM,KEN,Kick,1,4,Tackled to touch,,
30,2,8,KEN,SAM,Restart,6,10,PEN,,PEN: not releasing
30,2,9,SAM,KEN,PK,6,9,HE,PK: not releasing,HE: ball thrown to touch
30,2,10,KEN,SAM,Line out,7,7,Intercept,,
30,2,11,SAM,KEN,Intercept,9,14,TRY,,
30,2,12,KEN,SAM,Restart,11,15,Intercept,,
30,2,13,SAM,KEN,Intercept,1,9,Kicked to touch,,
30,2,14,KEN,SAM,Line out,7,8,Line out stolen,,
30,2,15,SAM,KEN,Line out stolen,8,15,TRY,,
30,2,16,KEN,SAM,Restart,5,15,TRY,,
31,1,1,USA,NZL,Restart,1,6,Poached,,
31,1,2,NZL,USA,Poach,10,14,TRY,,
31,1,3,USA,NZL,Restart,4,13,TRY,,
31,1,4,USA,NZL,Reclaim,10,14,TRY,,
31,1,5,USA,NZL,Reclaim,15,14,HE,,HE: knock on
31,1,6,NZL,USA,Scrum,2,13,Counter ruck,,
31,1,7,USA,NZL,Counter ruck,3,3,Kicked to touch,,
31,2,8,USA,NZL,Reclaim,12,14,TRY,,
31,2,9,NZL,USA,Restart,1,15,HE,,HE: ball lost in tackle
31,2,10,USA,NZL,Scrum,1,1,PEN,,PEN: PT
31,2,11,NZL,USA,PT,15,14,TRY,,
31,2,12,USA,NZL,Restart,2,2,HE,,HE: ball lost in tackle
31,2,13,NZL,USA,Intercept,14,14,TRY,,
31,2,14,USA,NZL,Restart,3,5,Maul,,
31,2,15,NZL,USA,Scrum,11,13,TRY,,
31,2,16,USA,NZL,Restart,2,3,Kick,,
31,2,17,NZL,USA,Kick,10,10,Kicked to touch,,
32,1,1,WAL,FIJ,Reclaim,10,15,HE,,HE: ball thrown to touch
32,1,2,FIJ,WAL,Line out,1,1,Line out stolen,,
32,1,3,WAL,FIJ,Line out stolen,15,15,Intercept,,
32,1,4,FIJ,WAL,Intercept,1,7,Poached,,
32,1,5,WAL,FIJ,Poach,9,9,PEN,,PEN: not releasing
32,1,6,FIJ,WAL,PK,9,14,TRY,PK: not releasing,
32,1,7,WAL,FIJ,Scrum,6,6,Kick,Scrum: knocked on restart,
32,1,8,FIJ,WAL,Kick,2,1,HE,,HE: fwd pass
32,1,9,WAL,FIJ,Scrum,15,11,Counter ruck,,
32,1,10,FIJ,WAL,Counter ruck,5,8,Intercept,,
32,1,11,WAL,FIJ,Intercept,8,8,HE,,HE: knock on
32,1,12,FIJ,WAL,Scrum,8,6,Intercept,,
32,1,13,WAL,FIJ,Intercept,10,13,TRY,,
32,2,14,WAL,FIJ,Restart,5,13,Intercept,,
32,2,15,FIJ,WAL,Intercept,3,3,PEN,,PEN: not releasing
32,2,16,WAL,FIJ,PK,13,13,TRY,PK: not releasing,
32,2,17,FIJ,WAL,Restart,6,6,Tackled to touch,,
32,2,18,WAL,FIJ,Line out,10,13,TRY,,
32,2,19,WAL,FIJ,Reclaim,10,10,Tackled to touch,,
32,2,20,FIJ,WAL,Line out,6,13,HE,,HE: fwd pass
32,2,21,WAL,FIJ,Scrum,3,3,Kick,,
32,2,22,FIJ,WAL,Kick,7,14,TRY,,
32,2,23,WAL,FIJ,Scrum,6,3,Kicked to touch,Scrum: knocked on restart,
33,1,1,ENG,ARG,Scrum,11,4,Tackled to touch,Scrum: knocked on restart,
33,1,2,ARG,ENG,Line out,12,11,Scrum lost,,
33,1,3,ENG,ARG,Scrum won,5,8,PEN,,PEN: not releasing
33,1,4,ARG,ENG,PK,8,5,HE,PK: not releasing,HE: ball lost in tackle
33,1,5,ENG,ARG,Intercept,11,14,TRY,,
33,1,6,ARG,ENG,Restart,2,3,HE,,HE: ball thrown to touch
33,1,7,ENG,ARG,Line out,13,12,Intercept,,
33,1,8,ARG,ENG,Intercept,4,2,HE,,HE: ball lost in tackle
33,1,9,ENG,ARG,Intercept,14,14,TRY,,
33,2,10,ENG,ARG,Restart,5,6,HE,,HE: knock on
33,2,11,ARG,ENG,Scrum,10,13,TRY,,
33,2,12,ENG,ARG,Restart,5,6,PEN,,PEN: obstruction
33,2,13,ARG,ENG,Scrum,10,14,TRY,,
33,2,14,ENG,ARG,FK,8,8,PEN,FK: restart not 10,PEN: not releasing
33,2,15,ARG,ENG,PK,8,8,Kick,PK: not releasing,
33,2,16,ENG,ARG,Kick,2,2,Kicked to touch,,
33,2,17,ARG,ENG,Line out,12,9,HE,,HE: knock on
33,2,18,ENG,ARG,Scrum,8,8,PEN,,PEN: not releasing
33,2,19,ARG,ENG,PK,8,12,Tackled to touch,PK: not releasing,
34,1,1,AUS,FRA,Reclaim,11,15,TRY,,
34,1,2,FRA,AUS,Restart,5,13,Line out stolen,,
34,1,3,AUS,FRA,Line out stolen,3,7,Intercept,,
34,1,4,FRA,AUS,Intercept,6,13,Intercept,,
34,1,5,AUS,FRA,Intercept,3,14,TRY,,
34,1,6,FRA,AUS,Restart,2,5,Kick,,
34,1,7,AUS,FRA,PK,2,7,HE,PK: illegal contact on restart,HE:knock on
34,1,8,FRA,AUS,Scrum,9,7,PEN,,PEN: obstruction
34,1,9,AUS,FRA,PK,9,15,HE,PK: obstruction,HE:knock on
34,2,10,FRA,AUS,Reclaim,11,15,Kick,,
34,2,11,AUS,FRA,Kick,1,1,HE,,HE: knock on
34,2,12,FRA,AUS,Scrum,15,15,HE,,HE: knock on
34,2,13,AUS,FRA,Scrum,1,15,TRY,,
34,2,14,FRA,AUS,Restart,2,14,TRY,,
34,2,15,FRA,AUS,Reclaim,11,14,TRY,,
34,2,16,FRA,AUS,Reclaim,11,11,PG,,PK: GOAL
34,2,17,AUS,FRA,Restart,6,10,PEN,,PEN: not releasing
34,2,18,FRA,AUS,PK,6,6,Kicked to touch,PK: not releasing,
35,1,1,RSA,SCO,Restart,2,13,TRY,,
35,1,2,SCO,RSA,Restart,4,4,HE,,HE:fwd pass
35,1,3,RSA,SCO,Scrum,12,15,TRY,,
35,1,4,SCO,RSA,Restart,1,7,PEN,,PEN: not releasing
35,1,5,RSA,SCO,PK,9,11,HE,PK: not releasing,HE: knock on
35,1,6,SCO,RSA,Scrum,5,2,Poached,,
35,1,7,RSA,SCO,Poach,14,13,TRY,,
35,2,8,SCO,RSA,Restart,4,4,Tackled to touch,,
35,2,9,RSA,SCO,Line out ,12,14,TRY,,
35,2,10,SCO,RSA,Restart,4,2,PEN,,PEN: playing ball on ground
35,2,11,RSA,SCO,PK,14,14,TRY,PK: playing ball on ground,
35,2,12,RSA,SCO,Reclaim,12,15,TRY,,
35,2,13,SCO,RSA,Restart,4,4,Poached,,
35,2,14,RSA,SCO,Poach,12,13,TRY,,
36,1,1,JPN,RUS,PK,8,15,Intercept,PK: offside on restart,HE: knock on
36,1,2,RUS,JPN,Intercept,1,8,HE,,HE: knock on
36,1,3,JPN,RUS,Scrum,8,10,HE,,HE: knock on
36,1,4,RUS,JPN,Scrum,6,7,Tackled to touch,,
36,1,5,JPN,RUS,Line out,9,15,PEN,,PEN: not releasing
36,1,6,RUS,JPN,PK,1,15,Tackled to touch,PK: not releasing,
36,1,7,JPN,RUS,Line out,1,15,TRY,,
36,2,8,JPN,RUS,Restart,6,14,TRY,,
36,2,9,JPN,RUS,Reclaim,10,12,HE,,HE: fwd pass
36,2,10,RUS,JPN,Scrum,4,11,Intercept,,
36,2,11,JPN,RUS,Intercept,5,14,HE,,HE: ball lost in tackle
36,2,12,RUS,JPN,Intercept,2,14,TRY,,
36,2,13,JPN,RUS,Scrum,6,6,Intercept,Scrum: knocked on restart,
36,2,14,RUS,JPN,Intercept,10,15,TRY,,
36,2,15,JPN,RUS,Restart,6,8,HE,,HE: knock on
36,2,16,RUS,JPN,Intercept,8,9,Tackled to touch,,
37,1,1,URU,TUN,Restart,5,14,TRY,,
37,1,2,URU,TUN,Reclaim,8,13,HE,,HE: fwd pass
37,1,3,TUN,URU,Scrum,3,7,Tackled to touch,,
37,1,4,URU,TUN,Line out,9,7,Counter ruck,,
37,1,5,TUN,URU,Counter ruck,9,15,TRY,,
37,1,6,URU,TUN,Restart,4,12,Kick,,
37,1,7,TUN,URU,Kick,1,1,Tackled to touch,,
37,2,8,URU,TUN,Line out,10,3,HE,Line out: knocked to touch on restart,HE: ball thrown to touch
37,2,9,TUN,URU,Line out,3,2,HE,,HE: knock on
37,2,10,URU,TUN,Scrum,14,15,TRY,,
37,2,11,TUN,URU,Restart,6,3,Tackled to touch,,
37,2,12,URU,TUN,Line out,13,13,Kicked to touch,,
37,2,13,TUN,URU,Line out,3,12,HE,,HE: knock on
37,2,14,URU,TUN,Scrum,4,4,Line out infraction,,
37,2,15,TUN,URU,Scrum,12,10,PEN,,PEN: not releasing
37,2,16,URU,TUN,PK,6,6,Kicked to touch,PK: not releasing,
38,1,1,RUS,ESP,Scrum,10,10,Scrum lost,Scrum: knocked on restart,
38,1,2,ESP,RUS,Scrum won,6,8,Poached,,
38,1,4,RUS,ESP,Poach,8,13,TRY,,
38,1,5,ESP,RUS,Restart,3,14,Counter ruck,,
38,1,6,RUS,ESP,Counter ruck,2,8,Poached,,
38,1,7,ESP,RUS,Poach,8,0,HE,,HE: knock on
38,1,8,RUS,ESP,Intercept,4,14,TRY,,
38,1,9,ESP,RUS,Restart,5,14,HE,,HE: knock on
38,1,10,RUS,ESP,Scrum,2,2,Tackled in goal,,
38,2,11,ESP,RUS,Reclaim,5,14,TRY,,
38,2,12,RUS,ESP,Scrum,5,10,HE,,HE: ball lost in tackle
38,2,13,ESP,RUS,Scrum,6,2,HE,,HE: knock on
38,2,14,RUS,ESP,Scrum,14,14,PEN,,PEN: offside
38,2,15,ESP,RUS,PK,2,7,PEN,PK: offside,PEN: off side
38,2,16,RUS,ESP,PK,9,13,TRY,,
38,2,17,ESP,RUS,PK,5,8,PEN,PK: illegal touching,PEN: off side
38,2,18,RUS,ESP,PK,8,8,Kicked to touch,,
39,1,1,GEO,HKG,Restart,5,14,TRY,,
39,1,2,HKG,GEO,Restart,5,14,TRY,,
39,1,3,GEO,HKG,Restart,5,9,HE,,HE: fwd pass
39,1,4,HKG,GEO,Scrum,7,8,PEN,,PEN: diving over
39,1,5,GEO,HKG,PK,8,13,TRY,PK: diving over,
39,2,6,GEO,HKG,Reclaim,8,13,TRY,,
39,2,7,HKG,GEO,FK,8,14,Poached,FK: restart not 10,
39,2,8,GEO,HKG,Poach,2,11,HE,,HE: knock on
39,2,9,HKG,GEO,Intercept,5,13,TRY,,
39,2,10,GEO,HKG,Restart,6,9,Tackled to touch,,
39,2,11,HKG,GEO,Line out,7,9,HE,,HE: ball thrown to touch
39,2,12,GEO,HKG,Line out,7,13,TRY,,
39,2,13,HKG,GEO,Restart,6,9,Kick,,
39,2,14,GEO,HKG,Kick,1,12,Intercept,,
39,2,15,HKG,GEO,Intercept,4,9,Counter ruck,,
39,2,16,GEO,HKG,Counter ruck,7,14,TRY,,
40,1,1,JPN,PHL,Reclaim,7,14,TRY,,
40,1,2,PHL,JPN,Restart,6,4,HE,,HE: knock on
40,1,3,JPN,PHL,Scrum,12,14,TRY,,
40,1,4,JPN,PHL,Reclaim,8,14,TRY,,
40,1,5,JPN,PHL,Scrum,11,14,TRY,Scrum: knocked on restart,
40,1,6,PHL,JPN,Restart,6,9,Intercept,,
40,1,7,JPN,PHL,Intercept,4,14,HE,,HE: knock on
40,2,8,JPN,PHL,Restart,8,14,HE,,HE: knock on
40,2,9,PHL,JPN,Scrum,2,3,HE,,HE: knock on
40,2,10,JPN,PHL,Intercept,13,13,TRY,,
40,2,11,JPN,PHL,Reclaim,10,14,TRY,,
40,2,12,JPN,PHL,Reclaim,10,14,TRY,,
40,2,13,PHL,JPN,Restart,6,8,Counter ruck,,
40,2,14,JPN,PHL,Counter ruck,8,15,TRY,,
41,1,1,ZIM,SAM,Restart,5,15,TRY,,
41,1,2,SAM,ZIM,Restart,4,4,Maul,,
41,1,3,ZIM,SAM,Scrum,12,11,HE,,HE: knock on
41,1,4,SAM,ZIM,Scrum,5,14,TRY,,
41,1,5,SAM,ZIM,Reclaim,7,7,PEN,,PEN: not releasing
